speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
59.4823975631978,111.937594015669,1585.14599999985,0,7.23526699456365,1,12.375,9618.48155085061,59.8569939865003,80.8511068759184,-17.2834533937112,94.4904590143025,35.7244716652544,100,0,0,1,0,1.56,1.6,-294.897800285951,-0.0035862037476284,0.0579314269563638,-335.042502847676,-108.602430737936,0,2496.82334660629,
59.817953004181,111.950485224353,1585.35899999985,0,7.23049692265726,1,12.375,9672.74186903895,59.5601075985418,80.9039307685932,-17.4790041938234,95.5595558228109,35.4087001957571,100,0,0,1,0,1.56,1.6,-294.897800285951,-0.00119540124920947,0.0194213171406112,-334.948846757145,-108.420190135119,0,2496.62779580618,
60.1514061329651,111.963304118372,1585.57199999985,0,7.22573015805372,1,12.375,9726.66223705834,59.2650812545549,80.9519416772373,-17.6744195676623,96.6279122416274,35.0918190637204,100,0,0,1,0,1.56,1.6,-294.89780176473,-0.000404875936177219,0.00645793756257704,-334.855190666615,-108.237949532301,0,2496.43238043234,
60.4827921374266,111.97605195004,1585.78499999985,0,7.22096669461369,1,12.375,9780.24834489363,58.9718838216767,80.9952284707975,-17.8696997613539,97.6955296163493,34.7738066819294,100,0,0,1,0,1.56,1.6,-294.89780176473,-0.000134958645392406,0.00221729258189345,-334.761534576084,-108.055708929484,0,2496.23710023865,
60.8121452160107,111.988729936173,1585.99799999985,0,7.21620652633758,1,12.375,9833.50572253568,58.6804850424546,81.0338775134204,-18.0648450155469,98.7624092626283,34.4546415668024,100,0,0,1,0,1.56,1.6,-294.89780176473,-3.84357725627464E-05,0.000797275805492718,-334.667878485554,-107.873468326667,0,2496.04195498445,
61.1394986164183,112.00133925948,1586.21099999985,0,7.21144964735932,1,12.375,9886.43974623711,58.3908555006174,81.0679727622806,-18.2598555656536,99.8285524674879,34.1343023259391,100,0,0,1,0,1.56,1.6,-294.89780176473,-1.28119241875821E-05,0.000212804689182174,-334.574222395023,-107.691227723849,0,2495.84694443435,
61.4648846723668,112.013881069886,1586.42399999985,0,7.20669605194047,1,12.375,9939.05564445673,58.102966588551,81.0975958605437,-18.4547316420773,100.893960490567,33.8127676461598,100,0,0,1,0,1.56,1.6,-294.897800285951,2.279801172195E-06,0.000126010658172672,-334.480566304493,-107.508987121032,0,2495.65206835792,
61.7883348385397,112.026356485794,1586.63699999985,0,7.2019457344647,1,12.375,9991.35850351093,57.8167904763763,81.1228262257539,-18.6494734704276,101.958634565298,33.4900162820033,100,0,0,1,0,1.56,1.6,-294.897800285951,7.59933724065001E-07,-1.27579030760528E-05,-334.386910213962,-107.326746518215,0,2495.45732652957,
62.1098797238343,112.038766595275,1586.84999999985,0,7.19719868943253,1,12.375,10043.3532729499,57.4512954952206,81.0294920033615,-18.8440812717241,103.022575900018,33.1660270446529,100,0,0,1,0,1.56,1.6,-294.897800285951,6.94196890676233E-06,5.21656324998647E-05,-334.293254123432,-107.144505915398,0,2495.26271872828,
62.4295491230065,112.051112457212,1587.06299999985,0,7.19245491145637,1,12.375,10095.0447706748,57.0718800911107,80.9086546279251,-19.0385552625894,104.085785679025,32.7460863225987,100,0,0,1,0,1.56,1.6,-294.897800285951,2.31398963558744E-06,-3.92553276916325E-05,-334.199598032901,-106.96226531258,0,2495.06824473741,
62.747372046807,112.063395102382,1587.27599999985,0,7.1877143952558,1,12.375,10146.4376878107,56.6946562674311,80.7830544286448,-19.2328956554313,105.148265063575,32.3042569168809,100,0,0,1,0,1.56,1.6,-294.897798807171,7.03422035527834E-07,-1.37314269318841E-05,-334.10594194237,-106.780024709763,0,2494.87390434457,
63.0633767506954,112.075615534489,1587.48899999985,0,7.18297713565315,1,12.375,10197.53659335,56.3195904877946,80.6527744181876,-19.4271026586163,106.21001519283,31.8591441035443,100,0,0,1,0,1.56,1.6,-294.897798807171,2.34474011842611E-07,-4.01852584046009E-06,-334.01228585184,-106.597784106946,0,2494.67969734138,
63.3775907622147,112.08777473115,1587.70199999985,0,7.17824312756926,1,12.375,10248.3459385787,55.9466500797784,80.5178954624242,-19.6211764766333,107.271037184752,31.4106930322221,100,0,0,1,0,1.56,1.6,-294.897800285951,-6.6784075044611E-06,-5.95364381183074E-05,-333.918629761309,-106.415543504128,0,2494.48562352337,
63.6900409071003,112.099873644832,1587.91499999985,0,7.17351236601949,1,12.375,10298.8700612984,55.5758032039344,80.3784963573392,-19.8151173102501,108.331332136959,30.958848144793,100,0,0,1,0,1.56,1.6,-294.897800285951,-2.22613583482037E-06,3.85357571124551E-05,-333.824973670779,-106.233302901311,0,2494.29168268975,
64.0007533341947,112.11191320375,1588.12799999985,0,7.1687848461099,1,12.375,10349.1131898551,55.2070188242182,80.2346539024274,-20.0089253566606,109.390901127533,30.5035531492337,100,0,0,1,0,1.56,1.6,-294.897800285951,-7.42045278273456E-07,1.29085791858027E-05,-333.731317580248,-106.051062298494,0,2494.09787464334,
64.3097535392357,112.123894312722,1588.34099999985,0,7.16406056303368,1,12.375,10399.0794469858,54.840266679755,80.0864429707725,-20.2026008096259,110.449745215784,30.0447509932258,100,0,0,1,0,1.56,1.6,-294.897800285951,-2.47348426091152E-07,4.32385126779101E-06,-333.637661489718,-105.868821695676,0,2493.90419919037,
64.617066387577,112.135817853986,1588.55399999985,0,7.15933951206769,1,12.375,10448.7728534927,54.4755172578725,79.9339365759882,-20.3961438596073,111.507865442985,29.5823838374839,100,0,0,1,0,1.56,1.6,-294.897800285951,-8.24494753637173E-08,1.44824237677311E-06,-333.544005399187,-105.686581092859,0,2493.71065614039,
64.922716135902,112.14768468798,1588.76699999985,0,7.15462168856923,1,12.375,10498.1973317539,54.112741768329,79.7772059361932,-20.589554693894,112.565262833065,29.1163930287714,100,0,0,1,0,1.56,1.6,-294.897800285951,-0.81890174571402,-7.22645835338871,-333.450349308657,-105.504340490042,0,2493.51724530611,
65.2267264529826,112.159495654089,1588.97999999985,0,7.14990708797291,1,12.375,10547.3567090806,53.8926873363755,79.8248341380278,-20.7828334967231,113.621938393269,28.6467190725698,100,0,0,1,0,1.56,1.6,-294.897800285951,1.48106280416306,20.3922119680709,-333.356693218126,-105.322099887224,0,2493.32396650328,
65.5291204395355,112.17125157136,1589.19299999985,0,7.14519570578776,1,12.375,10596.2547209278,53.6791330894027,79.8771266269113,-20.9759804493954,114.677893114787,28.360922961866,100,0,0,1,0,1.56,1.6,-295.071085221289,1.43709755416839,-0.391635132105807,-333.263037127595,-105.139859284407,0,2493.1308195506,
65.8299206472228,112.182953239181,1589.40599999985,9.64885452106311,7.14048753759437,1,12.375,10644.8950139668,53.4667043881108,79.9262337745475,-21.1689957303845,115.733127973352,28.0814894616166,96.4492090374977,0,34.655,1,82.3571881694064,1.6,1.56,-294.701633834829,4.0016194176605,22.9502414225911,-333.167866595035,-104.956041413664,0,2492.93780426962,
66.0546863623839,112.19460143794,1589.61899999985,9.71485593983933,5.36004940926031,1,12.375,10681.2403022051,53.3079721540684,79.961033494498,-21.3137987999326,116.524781597,44.2761390221429,96.4142751109258,0,34.655,1,82.3571881694064,1.6,1.56,-294.332134215677,4.87092961152718,7.81528135867242,-333.073895213461,-104.771637040913,0,2492.79300120007,
66.2773620183973,112.20621000112,1589.83199999985,9.78046546139479,5.32833804935987,1,12.375,10717.2476216295,53.1507159447729,79.9939118024426,-21.457742070986,117.311734611772,44.3766597792317,96.3793781509187,0,34.655,1,82.3571881694064,1.6,1.56,-293.962586945566,5.17307593341368,2.72563351265128,-332.981126599836,-104.58665361984,0,2492.64905792901,
66.4979629525407,112.21777956238,1590.04499999985,9.84568140995962,5.29648755789577,1,12.375,10752.9194523237,52.9949249288552,80.0249155813277,-21.6008218670082,118.093966917657,44.480791893466,96.3445212774783,0,34.655,1,82.3571881694064,1.6,1.56,-293.592992608987,5.28605387671939,1.02259906762034,-332.889564324791,-104.40109862644,0,2492.50597813299,
66.7165041831688,112.229310742674,1590.25799999985,9.91050213306912,5.264499890566,1,12.375,10788.2582228005,52.8405885001738,80.0540908223394,-21.743034562593,118.871458694176,44.5885299129328,96.3097076193614,0,34.655,1,82.3571881694064,1.6,1.56,-293.223351793058,5.33586262055804,0.452335261832978,-332.79921191249,-104.214979558722,0,2492.36376543741,
66.9330004201732,112.240804150631,1590.47099999985,9.97492600173247,5.23237701477472,1,12.375,10823.2663116934,52.6876962704277,80.0814826474319,-21.8843765838342,119.644190402409,44.699867923673,96.2749403135862,0,34.655,1,82.3571881694064,1.6,1.56,-292.853665087644,5.36450255672364,0.260946719483912,-332.710072840494,-104.028303936424,0,2492.22242341617,
67.1474660750635,112.25226038291,1590.68399999985,10.0389514106016,5.20012090972861,1,12.375,10857.9460493866,52.5362380620363,80.1071353309923,-22.0248444086965,120.412142787018,44.8147995407212,96.2402225049253,0,34.655,1,82.3571881694064,1.6,1.56,-292.483933085206,5.38597446683161,0.196271611253424,-332.622150539625,-103.841079300721,0,2492.0819555913,
67.3599152706863,112.263680024556,1590.89699999985,10.1025767781403,5.16773356653706,1,12.375,10892.2997195866,52.3862039012768,80.1310923206837,-22.1644345673865,121.175296878277,44.9333178992688,96.2055573453865,0,34.655,1,82.3571881694064,1.6,1.56,-292.114156380776,5.40494591552692,0.17397091110744,-332.535448393839,-103.653313213938,0,2491.94236543261,
67.5703618505987,112.275063649327,1591.10999999985,10.1658005467938,5.13521698831672,1,12.375,10926.329560838,52.2375840116636,80.1533962575015,-22.3031436427241,121.933633994104,45.0554156459479,96.1709479936818,0,34.655,1,82.3571881694064,1.6,1.56,-291.744335572015,5.42297338080579,0.165837489158857,-332.449969740087,-103.465013259254,0,2491.80365635728,
67.7788193881135,112.286411820019,1591.32299999985,10.2286211831584,5.10257319030025,1,12.375,10960.037767986,52.090368807561,80.1740889950794,-22.4409682705159,122.687135742097,45.1810849302338,96.136397614683,0,34.655,1,82.3571881694064,1.6,1.56,-291.374471259069,5.4405762991497,0.162437924877836,-332.365717868196,-103.276187040414,0,2491.66583172948,
67.9853011950293,112.297725088779,1591.53599999985,10.2910371781521,5.06980419994954,1,12.375,10993.4264935883,51.9445488880179,80.1932116182791,-22.5779051399283,123.435784021581,45.3103173959619,96.1019093788655,0,34.655,1,82.3571881694064,1.6,1.56,-291.004564044603,5.4579284139696,0.160617523832646,-332.282696020737,-103.086842181433,0,2491.52889486007,
68.1898203300615,112.309003997404,1591.74899999985,10.3530470471857,5.03691205707355,1,12.375,11026.4978492783,51.8446769117582,80.2798070939413,-22.7139509938634,124.179561025661,45.4431041729601,96.0708665618881,0,34.655,1,82.3571881694064,1.6,1.56,-290.63461453379,5.47508822482902,0.159321371499193,-332.200907392898,-102.896986326307,0,2491.39284900614,
68.3923896069869,112.320249077627,1591.96199999985,10.4146493303344,5.00389881395076,1,12.375,11059.2539070818,51.7567064836354,80.38166767248,-22.8491026293357,124.918449243276,45.6262117934232,96.0407695392196,0,34.655,1,82.3571881694064,1.6,1.56,-290.264623334193,5.49207580587848,0.158196766257304,-332.120355132368,-102.706627138711,0,2491.25769737066,
68.5930216025152,112.331460851399,1592.17499999985,10.4758425925105,4.9707665354566,1,12.375,11091.6967006906,51.6695773650957,80.4817563504454,-22.9833568978508,125.652431461276,45.8238103514533,96.0107907444409,0,34.655,1,82.3571881694064,1.6,1.56,-289.894591055847,5.50889841072601,0.157125812198251,-332.041042339209,-102.515772301711,0,2491.12344310215,
68.7917286638992,112.342639831156,1592.38799999985,10.5366254236369,4.93751729919574,1,12.375,11123.8282266923,51.5832841940567,80.5801022126459,-23.1167107057859,126.381490766501,46.0242666168759,95.9809323635594,0,34.655,1,82.3571881694064,1.6,1.56,-289.524518311113,5.52555900867022,0.156069138214099,-331.96297206574,-102.324429517465,0,2490.99008929421,
68.988522916296,112.353786520081,1592.60099999985,10.5969964388218,4.90415319563964,1,12.375,11155.6504457611,51.4978217048866,80.6767338215186,-23.2491610147732,127.105610547872,46.2275602020172,95.9511965710781,0,34.655,1,82.3571881694064,1.6,1.56,-289.154405714683,5.54205913079065,0.155013633159438,-331.886147316419,-102.132606506925,0,2490.85763898523,
69.1834162698901,112.364901412349,1592.81399999985,10.6569542785341,4.87067632826934,1,12.375,11187.1652838094,51.4131847253101,80.7716792295273,-23.3807048420848,127.824774498503,46.4336703533188,95.9215855296384,0,34.655,1,82.3571881694064,1.6,1.56,-288.784253883629,5.55839981781128,0.153954955378809,-331.810571047727,-101.940311009544,0,2490.72609515792,
69.3764204267884,112.375984993377,1593.02699999985,10.7164976087806,4.83708881372375,1,12.375,11218.3746331029,51.3293681734149,80.8649659911335,-23.5113392610211,128.538966617819,46.6425759478985,95.8921013896594,0,34.655,1,82.3571881694064,1.6,1.56,-288.41406343725,5.57458193799885,0.152891710641575,-331.736246168052,-101.747550782971,0,2490.59546073898,
69.5675468876976,112.387037740049,1593.23999999985,10.7756251212837,4.8033927819535,1,12.375,11249.2803533402,51.2463670547508,80.9566211743593,-23.6410614013015,129.248171213695,46.8542554901701,95.8627462889758,0,34.655,1,82.3571881694064,1.6,1.56,-288.043834997107,5.59060629232043,0.151823479744642,-331.663175537583,-101.554333602759,0,2490.4657385987,
69.7568069583948,112.398060120948,1593.45299999985,10.8343355336615,4.76959037638066,1,12.375,11279.8842726994,51.1641764595211,81.0466713719595,-23.7698684494586,129.952372904606,47.0686871085156,95.8335223524713,0,34.655,1,82.3571881694064,1.6,1.56,-287.673569186962,5.60647365008673,0.150750172301339,-331.591361968191,-101.360667262062,0,2490.33693155054,
69.9442117559971,112.409052596571,1593.66599999985,10.8926275896085,4.73568375406433,1,12.375,11310.1881888515,51.0827915598583,81.1351427122188,-23.8977576492349,130.651556621804,47.285848552008,95.8044316917108,0,34.655,1,82.3571881694064,1.6,1.56,-287.303266632733,5.62218476171077,0.1496718135581,-331.520808223331,-101.166559571336,0,2490.20904235077,
70.129772215043,112.420015619539,1593.87899999985,10.9505000590784,4.70167508587245,1,12.375,11340.193869944,51.0022076071845,81.2220608693905,-24.0247263019844,131.345707611507,47.5057171871797,95.7754764045686,0,34.655,1,82.3571881694064,1.6,1.56,-286.932927962531,5.63774036228574,0.148588458458896,-331.451517017924,-100.972018358037,0,2490.08207369802,
70.313499093391,112.430949634805,1594.09199999985,11.0079517384686,4.66756655665986,1,12.375,11369.9030555549,50.922419929649,81.3074510737912,-24.1507717670765,132.034811437109,47.7282699948349,95.7466585748547,0,34.655,1,82.3571881694064,1.6,1.56,-286.562553806537,5.65314117425338,0.147500183478843,-331.383491018264,-100.77705146632,0,2489.95602823292,
70.4954029779444,112.441855079846,1594.30499999985,11.064981450806,4.63336036545288,1,12.375,11399.317457618,50.8434239296423,81.3913381215655,-24.2758914623047,132.718853981416,47.9534835668998,95.7179802719388,0,34.655,1,82.3571881694064,1.6,1.56,-286.192144797022,5.66838790779358,0.146407065159587,-331.316732841906,-100.581666756736,0,2489.8309085377,
70.6754942902095,112.452732384856,1594.51799999985,11.1215880459357,4.59905872564062,1,12.375,11428.4387613222,50.7652150813826,81.4737463841353,-24.4000828642992,133.397821448899,48.1813341033097,95.6894435503707,0,34.655,1,82.3571881694064,1.6,1.56,-285.821701568282,5.68348126132019,0.145309181251751,-331.251245057572,-100.385872105933,0,2489.7067171357,
70.8537832916955,112.463581972931,1594.73099999985,11.1777704007103,4.56466386517308,1,12.375,11457.2686259841,50.6877889285703,81.5546998173451,-24.5233435089437,134.071700367975,48.4117974089283,95.6610504494999,0,34.655,1,82.3571881694064,1.6,1.56,-285.451224756591,5.69842192231982,0.144206614157615,-331.187030185046,-100.189675406347,0,2489.58345649106,
71.0302800891614,112.474404260244,1594.94399999985,11.2335274191829,4.53017802676643,1,12.375,11485.8086858969,50.6111410821099,81.6342219703165,-24.6456709917976,134.740477593315,48.644848890495,95.6328029930909,0,34.655,1,82.3571881694064,1.6,1.56,-285.080715000231,5.71321056762543,0.143099445630654,-331.124090695082,-99.9930845659023,0,2489.4611290082,
71.2049946397177,112.485199656222,1595.15699999985,11.2888580328009,4.49560346811554,1,12.375,11514.0605511551,50.5238335803891,81.6938485241669,-24.7670629685221,135.40414030817,48.8804635535986,95.6037085250955,0,34.655,1,82.3571881694064,1.6,1.56,-284.71017293942,5.72784786355404,0.141987755554598,-331.062429009306,-99.7961075077047,0,2489.33973703148,
71.3779367557887,112.495968563711,1595.36999999985,11.343761200603,4.46094246211398,1,12.375,11542.0258084571,50.4259888908312,81.7336729433702,-24.8875171553118,136.062676026737,49.1071014478422,95.5737553509232,0,34.655,1,82.3571881694064,1.6,1.56,-284.339599216224,5.74233446731047,0.140871634332309,-331.002047500123,-99.5987521697372,0,2489.21928284469,
71.5491161099419,112.506711379136,1595.58299999985,11.3982359094183,4.42619729708177,1,12.375,11569.706021886,50.3291415112202,81.772334638849,-25.007031329332,136.716072596545,49.3249607141125,95.5439415189399,0,34.655,1,82.3571881694064,1.6,1.56,-283.968994474612,5.75667102566717,0.139751156558878,-330.942948490629,-99.4010265045537,0,2489.09976867067,
71.7185422395901,112.517428492661,1595.79599999985,11.4522811740683,4.39137027700107,1,12.375,11597.1027336699,50.2332860456169,81.8098589624845,-25.1256033291611,137.364318200874,49.545670600613,95.5142695148505,0,34.655,1,82.3571881694064,1.6,1.56,-283.598359360317,5.77085817735342,0.138626417168473,-330.885134254514,-99.2029384789733,0,2488.98119667084,
71.8862245515712,112.52812028834,1596.00899999985,11.5058960375708,4.35646372175995,1,12.375,11624.2174649226,50.1384171719563,81.8462708341989,-25.243231055239,138.007401361208,49.7692065985279,95.4847418094161,0,34.655,1,82.3571881694064,1.6,1.56,-283.227694520944,5.78489655153682,0.137497493493359,-330.828607015984,-99.0044960737729,0,2488.86356894476,
72.052172326612,112.538787144261,1596.22199999985,11.5590795713475,4.32147996740469,1,12.375,11651.0517163654,50.044529639523,81.8815947499642,-25.3599124703218,138.64531093972,49.9955436716048,95.4553608578834,0,34.655,1,82.3571881694064,1.6,1.56,-282.857000605784,5.79878676979379,0.136364479392433,-330.773368949666,-98.8057072833798,0,2488.74688752968,
72.2163947236812,112.549429432692,1596.43499999985,11.6118308754338,4.2864213664005,1,12.375,11677.606969031,49.9516182664882,81.915854789566,-25.4756455999424,139.27803614179,50.2246562522017,95.4261290994088,0,34.655,1,82.3571881694064,1.6,1.56,-282.486278265864,5.81252944543301,0.135227459481196,-330.719422180532,-98.6065801155642,0,2488.63115440006,
72.3789007842351,112.560047520218,1596.64799999985,11.6641490786922,4.25129028790133,1,12.375,11703.8846849499,49.8596779375077,81.9490746241295,-25.5904285328782,139.905566518564,50.4565182373735,95.3970489564791,0,34.655,1,82.3571881694064,1.6,1.56,-282.115528153864,5.82612518411663,0.134086521900611,-330.666768783811,-98.4071225911303,0,2488.51637146712,
72.539699436362,112.570641767875,1596.86099999985,11.7160333390282,4.21608911802857,1,12.375,11729.8863078206,49.7687036013764,81.9812775234186,-25.7042594216256,140.527891969545,50.6911029849963,95.3681228343282,0,34.655,1,82.3571881694064,1.6,1.56,-281.744750924103,5.83957458433396,0.132941756975559,-330.615410784914,-98.2073427436075,0,2488.40254057837,
72.6987994988304,112.581212531277,1597.07399999985,11.76748284361,4.1808202601593,1,12.375,11755.6132636644,49.6786902687393,82.0124863629157,-25.8171364828814,141.145002745226,50.9283833099246,95.3393531203498,0,34.655,1,82.3571881694064,1.6,1.56,-281.373947232529,5.85287823751467,0.131793253740471,-330.565350159353,-98.0072486189411,0,2488.28966351712,
72.8562096850433,112.591760160746,1597.28699999985,11.8184968090913,4.14548613522399,1,12.375,11781.0669614646,49.5896330098532,82.0427236306908,-25.9290579980318,141.756889449766,51.1683314801805,95.3107421835064,0,34.655,1,82.3571881694064,1.6,1.56,-281.003117736641,5.86603672845109,0.130641103062481,-330.516588832666,-97.806848275182,0,2488.17774200197,
73.0119386069048,112.602285001434,1597.49999999985,11.8690744818378,4.11008918201419,1,12.375,11806.2487937919,49.5015269523995,82.0720114340681,-26.0400223136494,142.363543043702,51.4109192131704,95.2822923737345,0,34.655,1,82.3571881694064,1.6,1.56,-280.632263095451,5.87905063600839,0.129485400593519,-330.469128680341,-97.6061497821766,0,2488.06677768635,
73.1659947786023,112.612787393435,1597.71299999985,11.9192151381574,4.07463185750029,1,12.375,11831.1601374157,49.4143672793443,82.1003715060975,-26.1500278419979,142.964954846712,51.6561176719269,95.2540060213467,0,34.655,1,82.3571881694064,1.6,1.56,-280.261383969483,5.8919205325567,0.128326234140906,-330.422971527749,-97.405161221256,0,2487.956772158,
73.3183866203081,112.623267671907,1597.92599999985,11.9689180845338,4.03911663715971,1,12.375,11855.8023539032,49.3281492268444,82.1278252118379,-26.2590730615453,143.561116540422,51.9038974613715,95.2258854364302,0,34.655,1,82.3571881694064,1.6,1.56,-279.890481020659,5.90464698509131,0.127163700512128,-330.378119150065,-97.2038906849245,0,2487.84772693845,
73.4691224618043,112.633726167182,1598.13899999985,12.0181826578647,4.00354601531577,1,12.375,11880.176790205,49.242868082196,82.1543935544602,-26.3671565174856,144.152020171254,52.1542286245972,95.1979329082413,0,34.655,1,82.3571881694064,1.6,1.56,-279.51955491235,5.91723055504955,0.125997892619946,-330.334573272208,-97.002346276548,0,2487.73964348251,
73.6182105460351,112.644163204869,1598.35199999985,12.0670082257035,3.96792250548752,1,12.375,11904.2847792299,49.1585191818255,82.180097181176,-26.4742768222696,144.737658153329,52.4070806391656,95.1701507045981,0,34.655,1,82.3571881694064,1.6,1.56,-279.148606309309,5.92967179872027,0.124828905441667,-330.292335568772,-96.8005361100417,0,2487.63252317773,
73.765659032589,112.654579105966,1598.56499999985,12.1153941865055,3.93224864075082,1,12.375,11928.1276404076,49.0750979093187,82.2049563889988,-26.5804326561452,145.318023271425,52.6624224134154,95.1425410712689,0,34.655,1,82.3571881694064,1.6,1.56,-278.777635877607,5.94197126799911,0.123656839572836,-330.251407663957,-96.5984683095581,0,2487.52636734385,
73.9114760011156,112.664974186957,1598.77799999985,12.1633399698783,3.89652697411091,1,12.375,11951.7066802418,48.9925996934886,82.228991130343,-26.6856227677065,145.893108683974,52.9202222827809,95.1151062313579,0,34.655,1,82.3571881694064,1.6,1.56,-278.406644284607,5.95412950925217,0.122481782278148,-330.211791131512,-96.3961510091731,0,2487.42117723229,
74.0556694546789,112.675348759912,1598.99099999985,12.2108450368372,3.86076007888682,1,12.375,11975.0231928517,48.911020006477,82.2522210184687,-26.7898459744539,146.462907926126,53.1804480061145,95.0878483846886,0,34.655,1,82.3571881694064,1.6,1.56,-278.035632198878,5.96614706608786,0.121303846857491,-330.173487494675,-96.1935923525735,0,2487.31695402555,
74.1982473230522,112.685703132584,1599.20399999985,12.2579088800647,3.82495054910789,1,12.375,11998.0784605055,48.8303543618918,82.2746653327751,-26.893101163364,147.027414912865,53.4430667620119,95.0607697071834,0,34.655,1,82.3571881694064,1.6,1.56,-277.664600290344,5.97802447632743,0.120123114278096,-330.136498226107,-95.9908004927433,0,2487.21369883664,
74.3392174659549,112.696037608501,1599.41699999985,12.3045310241751,3.78910099992269,1,12.375,12020.8737541433,48.7414738485634,82.2809399298546,-26.9953872914697,147.58662394218,53.7080451451347,95.0329426849804,0,34.655,1,82.3571881694064,1.6,1.56,-277.293549229954,5.98976227532158,0.118939697208998,-330.100824747843,-95.7877835916489,0,2487.11141270853,
74.4785876762377,112.706352487055,1599.62999999985,12.3507110259842,3.75321406802059,1,12.375,12043.4103338922,48.6527716573714,82.2851794483629,-27.0967033864518,148.140529698299,53.9667332907579,95.0052111074773,0,34.655,1,82.3571881694064,1.6,1.56,-276.922479689876,6.00136099491886,0.117753696227088,-330.066468431235,-95.5845498199256,0,2487.01009661355,
74.6163656830156,112.716648063595,1599.84299999985,12.3964484747839,3.7172924120664,1,12.375,12065.6894495734,48.5650828243385,82.2888186606596,-27.1970485472422,148.689127254989,54.2270986179158,94.9776623259253,0,34.655,1,82.3571881694064,1.6,1.56,-276.551392343402,6.01282116254066,0.116565200825901,-330.033430596897,-95.3811073565622,0,2486.90975145276,
74.752559154754,112.726924629506,1600.05599999984,12.4417429926226,3.68133871314821,1,12.375,12087.7123412007,48.4784024688686,82.2918767467387,-27.2964219446382,149.23241207891,54.4899027802917,94.9502987048575,0,34.655,1,82.3571881694064,1.6,1.56,-276.180287864758,6.0241433042049,0.11537432959097,-330.001712514655,-95.1774643885862,0,2486.81037805536,
74.8871757023099,112.737182472297,1600.26899999984,12.4865942345907,3.6453556752389,1,12.375,12109.4802394723,48.3927257470306,82.2943725464581,-27.3948228219292,149.770380033047,54.7551104888797,94.9231225820312,0,34.655,1,82.3571881694064,1.6,1.56,-275.809166929338,6.03532794196792,0.114181173523778,-329.9713154035,-94.9736291107488,0,2486.71197717807,
75.0202228819305,112.747421875677,1600.48199999984,12.5310018891118,3.60934602567144,1,12.375,12130.994366256,48.3080478496499,82.2963245641894,-27.4922504955356,150.303027380198,55.0226857851623,94.8961362676711,0,34.655,1,82.3571881694064,1.6,1.56,-275.438030213451,6.04637559585939,0.112985841775546,-329.942240431539,-94.7696097252086,0,2486.61454950446,
75.1517081982121,112.757643119637,1600.69499999984,12.5749656782402,3.57331251562847,1,12.375,12152.2559350674,48.2243640004251,82.2977509733429,-27.5887043556616,150.830350786545,55.2925920370451,94.86934204371,0,34.655,1,82.3571881694064,1.6,1.56,-275.066878394327,6.05728678398885,0.111788443115915,-329.914488715952,-94.5654144412159,0,2486.51809564434,
75.2816391070216,112.767846480523,1600.90799999984,12.6184853579638,3.53725792064623,1,12.375,12173.2661515427,48.1416694540684,82.2986696207724,-27.6841838669595,151.352347325285,55.5647919347959,94.8427421630254,0,34.655,1,82.3571881694064,1.6,1.56,-274.695712150134,6.06806202177766,0.110589076984299,-329.888061322947,-94.3610514747967,0,2486.42261613304,
75.4100230183842,112.778032231114,1601.12099999984,12.6615607185138,3.50118504113335,1,12.375,12194.0262139049,48.0599594944684,82.2990980310631,-27.7786885692097,151.86901448035,55.8392474869824,94.8163388486746,0,34.655,1,82.3571881694064,1.6,1.56,-274.324532159851,6.07870182339547,0.10938785610561,-329.862959267718,-94.1565290484361,0,2486.32811143079,
75.5368672993375,112.788200640688,1601.33399999984,12.7041915846807,3.46509670290457,1,12.375,12214.5373134262,47.9792294328729,82.2990534107082,-27.8722180780129,152.380350150189,56.1159200164087,94.7901342931262,0,34.655,1,82.3571881694064,1.6,1.56,-273.953339103324,6.0892067010737,0.108184884771996,-329.83918351441,-93.9518553907614,0,2486.23458192199,
75.6621792767562,112.798351975094,1601.54699999984,12.7463778161365,3.42899575772987,1,12.375,12234.8006348839,47.8994746060911,82.2985526521759,-27.9647720854984,152.886352651639,56.3947701560439,94.7641306574896,0,34.655,1,82.3571881694064,1.6,1.56,-273.582133661164,7.06841287435784,10.1013548139022,-329.816734976079,-93.7470387362252,0,2486.1420279145,
75.7859662401497,112.808486496824,1601.75999999984,12.7881193077645,3.39288508389905,1,12.375,12254.8173570137,47.820690374714,82.2976123378733,-28.0563503610466,153.38702072388,56.6757578449429,94.738330070742,0,34.655,1,82.3571881694064,1.6,1.56,-273.21091651472,4.39108069880757,-27.6648052344468,-329.795614514656,-93.5420873247884,0,2486.05044963895,
